post,comment,like,total_count,max_delta,last_person_event,max_delta_period_start,max_delta_period_end,id
752,621,1173,2546,"43 days, 22:00:27",2013-02-06 06:37:37,2010-02-01 10:32:08,2010-03-17 08:32:35,3840
877,120,176,1173,"43 days, 22:32:45",2013-02-05 11:01:49,2010-02-23 06:20:47,2010-04-08 04:53:32,5100
1066,2495,3358,6919,"43 days, 22:39:30",2013-02-04 11:42:40,2010-02-01 10:32:08,2010-03-17 09:11:38,3160
530,965,1698,3193,"43 days, 22:46:06",2013-02-05 02:32:16,2010-02-01 10:32:08,2010-03-17 09:18:14,5172
495,1545,2841,4881,"43 days, 22:51:57",2013-02-11 10:36:02,2010-02-01 10:32:08,2010-03-17 09:24:05,9232
14,5852,5507,11373,"43 days, 23:03:47",2013-02-06 08:17:00,2010-02-27 11:13:07,2010-04-12 10:16:54,3711
703,998,1344,3045,"43 days, 23:10:00",2013-02-04 01:45:16,2010-02-01 10:32:08,2010-03-17 09:42:08,3191
312,123,512,947,"43 days, 23:12:30",2013-02-06 00:05:51,2010-02-01 10:32:08,2010-03-17 09:44:38,9634
162,718,1937,2817,"43 days, 23:28:43",2013-02-04 02:37:33,2010-02-01 10:32:08,2010-03-17 10:00:51,4453
364,118,393,875,"43 days, 23:42:01",2013-02-02 06:58:04,2010-02-01 10:32:08,2010-03-17 10:14:09,7869
644,292,626,1562,"43 days, 23:46:38",2013-02-03 11:14:02,2010-02-01 10:32:08,2010-03-17 10:18:46,9764
1265,1496,1939,4700,"43 days, 23:52:15",2013-02-06 01:23:40,2010-02-01 10:32:08,2010-03-17 10:24:23,9394
1391,1934,1990,5315,"43 days, 23:57:02",2013-02-07 04:01:17,2010-02-01 10:32:08,2010-03-17 10:29:10,9999
891,458,1369,2718,"44 days, 0:19:13",2013-02-05 03:56:01,2010-02-01 10:32:08,2010-03-17 10:51:21,3625
166,20,133,319,"44 days, 0:25:50",2013-01-30 06:49:32,2010-09-09 08:46:54,2010-10-23 09:12:44,5871
241,20,246,507,"44 days, 0:39:46",2013-02-09 04:52:26,2010-02-01 10:32:08,2010-03-17 11:11:54,5650
1127,3,24,1154,"44 days, 0:41:42",2013-02-05 03:54:07,2011-06-13 00:24:43,2011-07-27 01:06:25,4512
39,586,1142,1767,"44 days, 0:44:02",2013-02-04 08:21:38,2010-02-01 10:32:08,2010-03-17 11:16:10,2326
555,1678,2890,5123,"44 days, 0:54:22",2013-02-09 03:04:51,2010-02-01 10:32:08,2010-03-17 11:26:30,5555
694,4597,7713,13004,"44 days, 1:00:50",2013-02-05 11:09:54,2010-02-01 10:32:08,2010-03-17 11:32:58,327
1027,459,574,2060,"44 days, 1:02:08",2013-02-07 03:50:14,2010-02-01 10:32:08,2010-03-17 11:34:16,1643
792,759,1349,2900,"44 days, 2:26:08",2013-02-07 03:06:29,2010-03-08 09:30:47,2010-04-21 11:56:55,9208
49,331,415,795,"44 days, 7:48:02",2013-02-05 00:43:15,2010-03-10 02:09:28,2010-04-23 09:57:30,3539
1393,0,28,1421,"44 days, 13:28:55",2013-01-27 02:44:38,2010-02-01 10:32:08,2010-03-18 00:01:03,308
605,1728,1747,4080,"44 days, 13:41:55",2013-02-05 04:52:22,2010-02-01 10:32:08,2010-03-18 00:14:03,7465
1163,3523,4729,9415,"44 days, 14:06:12",2013-02-07 00:06:06,2010-02-01 10:32:08,2010-03-18 00:38:20,2086
1028,10057,6064,17149,"44 days, 14:18:03",2013-02-07 00:46:29,2010-02-01 10:32:08,2010-03-18 00:50:11,1094
49,5199,5460,10708,"44 days, 14:28:47",2013-02-22 11:22:11,2010-02-01 10:32:08,2010-03-18 01:00:55,3536
97,1401,1751,3249,"44 days, 14:40:04",2013-02-06 05:41:49,2010-02-01 10:32:08,2010-03-18 01:12:12,2482
1034,552,954,2540,"44 days, 14:41:41",2013-02-05 04:34:05,2010-02-01 10:32:08,2010-03-18 01:13:49,3590
837,783,2142,3762,"44 days, 14:44:35",2013-02-06 04:49:40,2010-02-01 10:32:08,2010-03-18 01:16:43,9384
576,0,14,590,"44 days, 15:37:38",2013-01-22 01:15:05,2010-02-01 10:32:08,2010-03-18 02:09:46,9257
961,12459,8212,21632,"44 days, 17:01:24",2013-02-08 09:51:31,2010-02-01 10:32:08,2010-03-18 03:33:32,5972
1145,863,1828,3836,"44 days, 17:08:22",2013-02-06 09:04:24,2010-02-01 10:32:08,2010-03-18 03:40:30,4569
1013,440,1090,2543,"44 days, 17:12:29",2013-02-05 09:05:50,2010-02-01 10:32:08,2010-03-18 03:44:37,2866
11,644,594,1249,"44 days, 17:25:14",2013-02-05 08:13:55,2010-03-07 10:04:49,2010-04-21 03:30:03,139
2150,4738,6130,13018,"44 days, 17:31:40",2013-02-05 06:03:25,2010-02-01 10:32:08,2010-03-18 04:03:48,7792
606,6744,8474,15824,"44 days, 17:37:01",2013-02-07 05:28:03,2010-02-01 10:32:08,2010-03-18 04:09:09,5238
53,444,1050,1547,"44 days, 17:54:21",2013-02-03 09:31:21,2010-03-16 06:14:28,2010-04-30 00:08:49,8946
433,197,655,1285,"44 days, 18:08:15",2013-02-04 07:10:26,2010-02-01 10:32:08,2010-03-18 04:40:23,5662
730,475,833,2038,"44 days, 18:09:27",2013-02-06 06:28:23,2010-02-01 10:32:08,2010-03-18 04:41:35,3009
1172,1031,1131,3334,"44 days, 18:24:00",2013-02-05 10:20:16,2010-02-01 10:32:08,2010-03-18 04:56:08,9282
244,2510,2884,5638,"44 days, 18:36:28",2013-02-12 06:13:35,2010-02-01 10:32:08,2010-03-18 05:08:36,750
93,1144,1930,3167,"44 days, 19:06:19",2013-02-05 05:35:04,2010-02-01 10:32:08,2010-03-18 05:38:27,3852
257,221,384,862,"44 days, 19:12:21",2013-02-12 11:01:36,2010-02-01 10:32:08,2010-03-18 05:44:29,2399
1239,605,1476,3320,"44 days, 19:28:54",2013-02-05 09:18:01,2010-02-01 10:32:08,2010-03-18 06:01:02,4232
898,41,165,1104,"44 days, 19:37:06",2013-02-01 05:00:05,2010-02-01 10:32:08,2010-03-18 06:09:14,7983
93,811,1198,2102,"44 days, 19:44:29",2013-02-06 02:29:39,2010-02-01 10:32:08,2010-03-18 06:16:37,5094
210,2025,2940,5175,"44 days, 19:52:15",2013-02-06 09:04:34,2010-02-01 10:32:08,2010-03-18 06:24:23,7478
156,574,790,1520,"44 days, 19:56:28",2013-02-01 07:11:34,2010-02-01 10:32:08,2010-03-18 06:28:36,5660
1369,1,21,1391,"44 days, 20:00:43",2013-02-03 09:32:24,2010-02-01 10:32:08,2010-03-18 06:32:51,8013
1124,564,1368,3056,"44 days, 20:01:07",2013-02-06 02:59:00,2010-02-01 10:32:08,2010-03-18 06:33:15,7319
346,66,297,709,"44 days, 20:06:08",2013-02-05 02:24:00,2010-03-14 04:49:13,2010-04-28 00:55:21,3405
170,710,946,1826,"44 days, 20:06:16",2013-02-05 07:37:42,2010-02-01 10:32:08,2010-03-18 06:38:24,55
61,755,1756,2572,"44 days, 20:07:06",2013-02-07 08:53:04,2010-02-01 10:32:08,2010-03-18 06:39:14,9254
348,47,171,566,"44 days, 20:18:57",2013-02-03 05:42:46,2010-02-01 10:32:08,2010-03-18 06:51:05,5285
185,487,990,1662,"44 days, 20:26:16",2013-02-03 00:37:28,2010-02-01 10:32:08,2010-03-18 06:58:24,4174
828,505,842,2175,"44 days, 20:34:05",2013-02-04 08:36:13,2010-02-01 10:32:08,2010-03-18 07:06:13,1290
542,4653,6291,11486,"44 days, 20:38:49",2013-02-07 02:38:19,2010-02-01 10:32:08,2010-03-18 07:10:57,5479
848,3945,6948,11741,"44 days, 20:39:11",2013-02-06 10:57:46,2010-02-01 10:32:08,2010-03-18 07:11:19,4204
337,582,909,1828,"44 days, 20:40:14",2013-02-07 00:04:22,2010-02-01 10:32:08,2010-03-18 07:12:22,2373
615,7,57,679,"44 days, 21:00:42",2013-02-05 07:36:21,2011-10-12 11:02:33,2011-11-26 08:03:15,6770
765,159,483,1407,"44 days, 21:07:05",2013-02-04 08:28:13,2010-04-26 09:20:54,2010-06-10 06:27:59,603
944,2320,2802,6066,"44 days, 21:43:28",2013-02-05 08:41:59,2010-02-01 10:32:08,2010-03-18 08:15:36,2803
389,2539,3408,6336,"44 days, 22:03:59",2013-02-05 11:09:50,2010-02-01 10:32:08,2010-03-18 08:36:07,9344
812,802,1748,3362,"44 days, 22:22:06",2013-02-07 03:52:50,2010-02-01 10:32:08,2010-03-18 08:54:14,2410
1846,4893,4415,11154,"44 days, 22:35:03",2013-02-07 06:05:25,2010-02-01 10:32:08,2010-03-18 09:07:11,583
107,7100,7250,14457,"44 days, 22:35:29",2013-02-09 02:40:17,2010-02-01 10:32:08,2010-03-18 09:07:37,402
346,952,1045,2343,"44 days, 23:12:21",2013-02-04 05:27:39,2010-02-01 10:32:08,2010-03-18 09:44:29,1787
1306,2,0,1308,"44 days, 23:22:26",2013-01-27 02:14:58,2010-02-01 10:32:08,2010-03-18 09:54:34,9550
37,5084,4896,10017,"44 days, 23:23:48",2013-02-06 11:26:04,2010-02-01 10:32:08,2010-03-18 09:55:56,8914
558,945,1746,3249,"44 days, 23:24:37",2013-02-06 05:54:11,2010-02-01 10:32:08,2010-03-18 09:56:45,3200
308,115,327,750,"44 days, 23:29:02",2013-02-03 03:40:51,2010-02-01 10:32:08,2010-03-18 10:01:10,2478
28,505,695,1228,"44 days, 23:29:05",2013-02-05 02:21:46,2010-02-01 10:32:08,2010-03-18 10:01:13,9856
152,1528,2769,4449,"44 days, 23:41:38",2013-02-04 08:50:57,2010-02-01 10:32:08,2010-03-18 10:13:46,1946
405,134,504,1043,"45 days, 0:00:34",2013-02-03 02:28:35,2010-02-01 10:32:08,2010-03-18 10:32:42,1655
742,438,849,2029,"45 days, 0:02:27",2013-02-02 08:52:50,2010-02-01 10:32:08,2010-03-18 10:34:35,1671
741,734,1051,2526,"45 days, 0:25:06",2013-02-04 11:32:11,2010-02-01 10:32:08,2010-03-18 10:57:14,2814
46,240,851,1137,"45 days, 0:35:49",2013-02-05 07:38:10,2010-02-01 10:32:08,2010-03-18 11:07:57,4823
35,115,362,512,"45 days, 0:37:20",2013-02-04 05:27:33,2010-02-01 10:32:08,2010-03-18 11:09:28,8797
941,35,222,1198,"45 days, 0:37:33",2013-02-06 11:36:09,2010-09-21 09:39:03,2010-11-05 10:16:36,6204
367,38,137,542,"45 days, 0:47:33",2013-02-01 06:26:59,2010-02-01 10:32:08,2010-03-18 11:19:41,3731
213,58,230,501,"45 days, 3:20:38",2013-01-31 01:37:59,2010-03-24 00:57:37,2010-05-08 04:18:15,1694
144,63,192,399,"45 days, 3:37:42",2013-02-05 10:28:13,2010-05-12 06:41:05,2010-06-26 10:18:47,3868
243,453,1217,1913,"45 days, 3:48:33",2013-02-03 08:20:25,2010-02-26 00:51:58,2010-04-12 04:40:31,2737
332,6,163,501,"45 days, 6:34:20",2013-01-29 00:24:03,2010-03-18 00:58:25,2010-05-02 07:32:45,2603
758,0,12,770,"45 days, 6:59:17",2013-01-26 02:10:28,2011-03-23 00:45:48,2011-05-07 07:45:05,3404
1483,1012,1166,3661,"45 days, 14:00:14",2013-02-03 05:01:54,2010-02-01 10:32:08,2010-03-19 00:32:22,6782
357,6603,4678,11638,"45 days, 14:37:48",2013-02-06 06:16:30,2010-02-01 10:32:08,2010-03-19 01:09:56,831
466,255,723,1444,"45 days, 14:38:07",2013-02-05 11:14:51,2010-02-01 10:32:08,2010-03-19 01:10:15,9923
201,1532,2169,3902,"45 days, 15:07:12",2013-02-05 10:47:31,2010-02-01 10:32:08,2010-03-19 01:39:20,2306
1592,5629,5903,13124,"45 days, 15:09:56",2013-02-07 02:11:40,2010-02-01 10:32:08,2010-03-19 01:42:04,3873
67,1621,2220,3908,"45 days, 15:22:39",2013-02-06 06:37:05,2010-02-01 10:32:08,2010-03-19 01:54:47,5305
583,724,1267,2574,"45 days, 15:24:20",2013-02-05 04:34:16,2010-02-01 10:32:08,2010-03-19 01:56:28,9490
5,321,358,684,"45 days, 15:57:33",2013-02-01 06:49:04,2010-02-01 10:32:08,2010-03-19 02:29:41,487
241,698,1018,1957,"45 days, 16:50:08",2013-02-06 03:40:16,2010-02-01 10:32:08,2010-03-19 03:22:16,2710
727,3115,4891,8733,"45 days, 16:58:51",2013-02-07 05:56:34,2010-02-01 10:32:08,2010-03-19 03:30:59,7860
755,1537,1957,4249,"45 days, 16:59:11",2013-02-12 10:48:17,2010-02-01 10:32:08,2010-03-19 03:31:19,7252
1441,0,0,1441,"45 days, 16:59:53",2013-01-26 06:58:43,2010-02-01 10:32:08,2010-03-19 03:32:01,3569
526,935,1654,3115,"45 days, 17:07:23",2013-02-06 03:02:29,2010-02-01 10:32:08,2010-03-19 03:39:31,8640
325,300,557,1182,"45 days, 17:11:50",2013-01-31 03:09:57,2010-02-01 10:32:08,2010-03-19 03:43:58,2760
974,1,15,990,"45 days, 17:12:29",2013-01-24 00:13:03,2010-02-01 10:32:08,2010-03-19 03:44:37,3897
725,4665,3860,9250,"45 days, 17:20:17",2013-02-08 07:50:00,2010-02-01 10:32:08,2010-03-19 03:52:25,3346
1453,98,142,1693,"45 days, 17:39:09",2013-02-02 02:43:45,2010-02-01 10:32:08,2010-03-19 04:11:17,1862
245,10,112,367,"45 days, 17:46:07",2013-01-31 08:43:53,2010-06-16 07:45:17,2010-08-01 01:31:24,9673
2,415,401,818,"45 days, 18:00:00",2013-02-01 01:04:45,2010-02-01 10:32:08,2010-03-19 04:32:08,7524
906,5948,8044,14898,"45 days, 18:01:35",2013-02-07 02:50:10,2010-02-01 10:32:08,2010-03-19 04:33:43,2951
1208,1352,1756,4316,"45 days, 18:18:53",2013-02-04 06:43:23,2010-02-01 10:32:08,2010-03-19 04:51:01,3103
1331,1093,1932,4356,"45 days, 18:24:15",2013-02-04 11:23:23,2010-02-01 10:32:08,2010-03-19 04:56:23,1785
883,692,1272,2847,"45 days, 18:30:13",2013-02-05 10:44:09,2010-02-01 10:32:08,2010-03-19 05:02:21,6966
227,502,1443,2172,"45 days, 18:55:54",2013-02-06 02:39:20,2010-02-01 10:32:08,2010-03-19 05:28:02,4214
845,374,1119,2338,"45 days, 19:01:01",2013-02-04 06:09:54,2010-02-21 09:16:44,2010-04-08 04:17:45,491
329,378,728,1435,"45 days, 19:12:04",2013-02-07 04:59:30,2010-02-01 10:32:08,2010-03-19 05:44:12,822
364,167,475,1006,"45 days, 19:12:16",2013-02-05 07:15:34,2010-02-01 10:32:08,2010-03-19 05:44:24,7713
1123,50,389,1562,"45 days, 19:20:20",2013-02-04 03:20:33,2010-02-01 10:32:08,2010-03-19 05:52:28,2141
39,94,436,569,"45 days, 19:38:12",2013-02-06 00:21:42,2010-06-10 06:53:20,2010-07-26 02:31:32,4146
59,2114,2298,4471,"45 days, 19:53:16",2013-02-05 11:02:32,2010-02-01 10:32:08,2010-03-19 06:25:24,9240
947,1,45,993,"45 days, 19:56:38",2013-02-06 04:37:46,2010-09-26 11:46:44,2010-11-11 07:43:22,466
270,233,538,1041,"45 days, 19:59:53",2013-02-03 10:56:44,2010-02-01 10:32:08,2010-03-19 06:32:01,1143
621,126,169,916,"45 days, 20:03:38",2013-02-03 10:15:55,2010-02-01 10:32:08,2010-03-19 06:35:46,1238
602,900,1508,3010,"45 days, 20:36:10",2013-02-06 11:15:26,2010-02-01 10:32:08,2010-03-19 07:08:18,3019
36,375,430,841,"45 days, 20:54:34",2013-02-05 06:30:31,2010-02-01 10:32:08,2010-03-19 07:26:42,901
958,8,124,1090,"45 days, 20:54:38",2013-02-06 08:13:14,2010-02-01 10:32:08,2010-03-19 07:26:46,2679
384,3594,4320,8298,"45 days, 21:10:45",2013-02-07 11:58:12,2010-02-01 10:32:08,2010-03-19 07:42:53,9548
824,153,387,1364,"45 days, 21:27:12",2013-02-05 05:44:54,2010-02-01 10:32:08,2010-03-19 07:59:20,9597
985,1985,3024,5994,"45 days, 21:37:46",2013-02-07 02:23:53,2010-02-01 10:32:08,2010-03-19 08:09:54,3413
134,1104,1916,3154,"45 days, 21:40:30",2013-02-06 02:25:22,2010-02-01 10:32:08,2010-03-19 08:12:38,499
1847,5858,6463,14168,"45 days, 21:52:04",2013-02-13 02:12:54,2010-02-01 10:32:08,2010-03-19 08:24:12,9175
136,4116,4156,8408,"45 days, 22:09:08",2013-02-06 03:20:38,2010-04-25 09:46:20,2010-06-10 07:55:28,6523
100,257,610,967,"45 days, 22:16:02",2013-02-07 07:23:59,2010-02-01 10:32:08,2010-03-19 08:48:10,8511
139,232,685,1056,"45 days, 22:19:54",2013-02-07 06:39:49,2010-02-01 10:32:08,2010-03-19 08:52:02,1879
231,98,435,764,"45 days, 22:27:29",2013-02-04 06:59:20,2010-02-01 10:32:08,2010-03-19 08:59:37,1566
1656,400,880,2936,"45 days, 22:35:13",2013-02-07 00:43:09,2010-02-01 10:32:08,2010-03-19 09:07:21,4936
1567,445,460,2472,"45 days, 22:47:35",2013-02-06 01:37:02,2010-02-01 10:32:08,2010-03-19 09:19:43,2193
36,1287,1663,2986,"45 days, 22:48:18",2013-02-06 00:52:32,2010-02-01 10:32:08,2010-03-19 09:20:26,2230
242,492,688,1422,"45 days, 23:07:18",2013-02-07 10:36:26,2010-02-01 10:32:08,2010-03-19 09:39:26,2717
994,2932,3244,7170,"45 days, 23:09:37",2013-02-07 08:55:49,2010-02-01 10:32:08,2010-03-19 09:41:45,1897
535,6733,5700,12968,"45 days, 23:23:00",2013-02-08 11:22:02,2010-02-01 10:32:08,2010-03-19 09:55:08,599
241,880,1144,2265,"45 days, 23:25:58",2013-02-06 06:46:56,2010-02-01 10:32:08,2010-03-19 09:58:06,2511
187,2101,3043,5331,"45 days, 23:31:32",2013-02-06 00:48:41,2010-03-10 07:11:11,2010-04-25 06:42:43,9428
161,6838,6132,13131,"45 days, 23:54:38",2013-02-07 07:31:15,2010-02-01 10:32:08,2010-03-19 10:26:46,562
243,753,2039,3035,"46 days, 0:04:11",2013-02-07 11:56:37,2010-02-01 10:32:08,2010-03-19 10:36:19,9795
238,3271,6329,9838,"46 days, 0:14:28",2013-02-05 11:47:43,2010-02-01 10:32:08,2010-03-19 10:46:36,4304
158,160,312,630,"46 days, 0:21:21",2013-02-03 07:01:02,2010-02-01 10:32:08,2010-03-19 10:53:29,1185
628,2335,3928,6891,"46 days, 0:56:23",2013-02-05 05:15:44,2010-02-01 10:32:08,2010-03-19 11:28:31,1095
222,79,354,655,"46 days, 1:27:09",2013-02-01 03:22:56,2010-02-01 10:32:08,2010-03-19 11:59:17,1536
509,116,275,900,"46 days, 2:34:00",2013-02-04 10:35:26,2010-03-23 03:24:52,2010-05-08 05:58:52,7294
104,516,843,1463,"46 days, 6:44:55",2013-02-05 09:32:42,2010-05-22 00:51:52,2010-07-07 07:36:47,4440
332,338,795,1465,"46 days, 11:24:33",2013-02-05 08:20:32,2010-03-09 00:18:04,2010-04-24 11:42:37,1762
52,1719,2348,4119,"46 days, 13:44:54",2013-02-07 07:58:53,2010-02-01 10:32:08,2010-03-20 00:17:02,189
287,411,512,1210,"46 days, 14:02:47",2013-02-06 03:33:24,2010-02-01 10:32:08,2010-03-20 00:34:55,2943
369,113,263,745,"46 days, 14:15:26",2013-02-07 04:11:09,2010-10-25 10:05:10,2010-12-11 00:20:36,8217
25,968,1560,2553,"46 days, 14:47:23",2013-02-06 04:47:15,2010-02-01 10:32:08,2010-03-20 01:19:31,3355
824,765,1521,3110,"46 days, 15:08:00",2013-02-05 00:12:35,2010-02-01 10:32:08,2010-03-20 01:40:08,5347
466,395,1093,1954,"46 days, 15:40:49",2013-02-03 11:05:52,2010-02-01 10:32:08,2010-03-20 02:12:57,2332
1101,469,760,2330,"46 days, 15:44:20",2013-02-05 06:26:27,2010-02-01 10:32:08,2010-03-20 02:16:28,4617
185,610,1721,2516,"46 days, 15:49:07",2013-02-06 10:49:17,2010-02-01 10:32:08,2010-03-20 02:21:15,6835
836,1320,1323,3479,"46 days, 16:06:45",2013-02-03 06:00:50,2010-02-01 10:32:08,2010-03-20 02:38:53,7671
807,1199,1316,3322,"46 days, 16:07:19",2013-02-04 10:35:17,2010-02-01 10:32:08,2010-03-20 02:39:27,121
121,401,813,1335,"46 days, 16:08:40",2013-02-04 06:48:55,2010-02-01 10:32:08,2010-03-20 02:40:48,4143
770,475,616,1861,"46 days, 16:08:52",2013-02-04 11:23:24,2010-02-01 10:32:08,2010-03-20 02:41:00,8582
270,1290,1585,3145,"46 days, 16:36:16",2013-02-06 03:00:57,2010-02-01 10:32:08,2010-03-20 03:08:24,4014
636,798,1263,2697,"46 days, 17:41:00",2013-02-05 06:54:15,2010-02-01 10:32:08,2010-03-20 04:13:08,2132
867,157,366,1390,"46 days, 18:27:53",2013-02-01 05:24:27,2010-02-01 10:32:08,2010-03-20 05:00:01,1256
1249,372,1135,2756,"46 days, 18:39:11",2013-02-04 06:33:45,2010-02-01 10:32:08,2010-03-20 05:11:19,7007
324,4583,4536,9443,"46 days, 18:48:31",2013-02-06 11:56:07,2010-02-01 10:32:08,2010-03-20 05:20:39,4167
338,32,311,681,"46 days, 19:15:07",2013-02-03 07:17:20,2010-02-01 10:32:08,2010-03-20 05:47:15,579
1018,5,0,1023,"46 days, 19:23:02",2013-01-28 11:30:05,2011-08-19 11:26:42,2011-10-05 06:49:44,8265
1472,274,1065,2811,"46 days, 19:31:17",2013-02-04 01:58:40,2010-02-01 10:32:08,2010-03-20 06:03:25,1854
1061,2780,3519,7360,"46 days, 19:46:55",2013-02-04 08:06:45,2010-02-01 10:32:08,2010-03-20 06:19:03,7289
437,327,712,1476,"46 days, 19:52:10",2013-02-06 10:32:56,2010-02-01 10:32:08,2010-03-20 06:24:18,3595
98,703,1524,2325,"46 days, 20:06:46",2013-02-06 07:05:04,2010-02-01 10:32:08,2010-03-20 06:38:54,1601
1777,9026,7965,18768,"46 days, 20:18:37",2013-02-06 03:56:19,2010-02-01 10:32:08,2010-03-20 06:50:45,4087
322,173,457,952,"46 days, 20:32:54",2013-02-05 10:15:53,2010-02-01 10:32:08,2010-03-20 07:05:02,559
71,159,376,606,"46 days, 20:36:58",2013-02-02 05:46:46,2010-03-06 05:22:58,2010-04-22 01:59:56,857
130,1179,1605,2914,"46 days, 20:45:21",2013-02-06 01:06:11,2010-02-01 10:32:08,2010-03-20 07:17:29,1493
682,667,1315,2664,"46 days, 20:55:12",2013-02-07 04:22:13,2010-02-01 10:32:08,2010-03-20 07:27:20,8634
45,185,354,584,"46 days, 21:02:31",2013-02-02 04:32:20,2010-02-01 10:32:08,2010-03-20 07:34:39,2643
284,182,312,778,"46 days, 21:10:03",2013-02-07 08:19:23,2010-02-01 10:32:08,2010-03-20 07:42:11,5078
726,395,982,2103,"46 days, 21:31:19",2013-02-03 01:23:38,2010-02-01 10:32:08,2010-03-20 08:03:27,8387
1300,1919,3027,6246,"46 days, 21:31:38",2013-02-05 08:24:10,2010-02-01 10:32:08,2010-03-20 08:03:46,664
1446,917,1730,4093,"46 days, 21:43:46",2013-02-06 01:29:58,2010-02-01 10:32:08,2010-03-20 08:15:54,9058
382,689,935,2006,"46 days, 22:05:26",2013-02-18 05:20:13,2010-02-01 10:32:08,2010-03-20 08:37:34,2766
2624,6930,6400,15954,"46 days, 22:13:22",2013-02-07 04:08:09,2010-02-15 04:16:48,2010-04-03 02:30:10,680
900,3809,2902,7611,"46 days, 22:14:02",2013-02-06 02:32:06,2010-02-01 10:32:08,2010-03-20 08:46:10,4054
407,1342,2584,4333,"46 days, 22:24:47",2013-02-07 07:49:49,2010-02-01 10:32:08,2010-03-20 08:56:55,6919
969,454,1611,3034,"46 days, 22:34:09",2013-02-07 04:12:14,2010-02-01 10:32:08,2010-03-20 09:06:17,7849
1741,1010,1838,4589,"46 days, 22:42:23",2013-02-07 09:15:55,2010-02-01 10:32:08,2010-03-20 09:14:31,6615
522,686,1235,2443,"46 days, 23:24:49",2013-02-07 01:37:00,2010-02-01 10:32:08,2010-03-20 09:56:57,1515
1569,284,678,2531,"46 days, 23:33:04",2013-02-05 09:32:20,2010-02-01 10:32:08,2010-03-20 10:05:12,7891
67,1020,1732,2819,"46 days, 23:38:47",2013-02-04 10:27:12,2010-02-01 10:32:08,2010-03-20 10:10:55,5611
1010,0,18,1028,"46 days, 23:58:51",2013-01-31 11:34:43,2010-02-01 10:32:08,2010-03-20 10:30:59,1488
174,1568,3106,4848,"46 days, 23:59:11",2013-02-07 01:29:42,2010-02-01 10:32:08,2010-03-20 10:31:19,2524
221,555,1425,2201,"47 days, 0:25:53",2013-02-06 04:36:44,2010-02-01 10:32:08,2010-03-20 10:58:01,2664
32,2137,3165,5334,"47 days, 0:31:28",2013-02-07 04:04:34,2010-02-01 10:32:08,2010-03-20 11:03:36,6362
1173,628,766,2567,"47 days, 0:33:52",2013-02-07 04:13:40,2010-02-01 10:32:08,2010-03-20 11:06:00,7134
533,1034,1488,3055,"47 days, 0:37:10",2013-02-06 06:24:51,2010-02-01 10:32:08,2010-03-20 11:09:18,4369
969,0,35,1004,"47 days, 0:49:14",2013-02-13 11:42:38,2011-04-21 04:47:18,2011-06-07 05:36:32,5623
1382,1614,2653,5649,"47 days, 0:53:55",2013-02-07 02:39:52,2010-02-01 10:32:08,2010-03-20 11:26:03,9848
556,773,958,2287,"47 days, 1:07:59",2013-02-06 05:59:14,2010-02-01 10:32:08,2010-03-20 11:40:07,7894
17,1840,2162,4019,"47 days, 1:08:43",2013-02-06 00:39:42,2010-02-01 10:32:08,2010-03-20 11:40:51,7773
1125,4580,8323,14028,"47 days, 1:11:54",2013-02-07 00:32:56,2010-02-01 10:32:08,2010-03-20 11:44:02,6503
253,121,113,487,"47 days, 4:17:26",2013-02-04 00:13:56,2010-05-27 02:38:14,2010-07-13 06:55:40,3113
1013,8,129,1150,"47 days, 5:57:00",2013-02-06 05:53:20,2010-03-30 03:34:45,2010-05-16 09:31:45,4776
417,306,702,1425,"47 days, 12:28:12",2013-02-05 02:58:47,2010-09-19 11:37:05,2010-11-06 00:05:17,4736
498,24,199,721,"47 days, 13:32:12",2013-02-01 01:53:30,2010-02-01 10:32:08,2010-03-21 00:04:20,7714
487,4755,6914,12156,"47 days, 14:02:54",2013-02-15 11:07:43,2010-02-01 10:32:08,2010-03-21 00:35:02,2706
238,811,1032,2081,"47 days, 14:03:30",2013-02-04 06:52:48,2010-02-01 10:32:08,2010-03-21 00:35:38,1006
749,806,1221,2776,"47 days, 14:12:01",2013-02-06 11:20:01,2010-02-01 10:32:08,2010-03-21 00:44:09,2732
892,461,1515,2868,"47 days, 14:26:44",2013-02-04 11:18:59,2010-02-01 10:32:08,2010-03-21 00:58:52,3537
728,437,1035,2200,"47 days, 14:31:14",2013-02-08 08:04:08,2010-02-01 10:32:08,2010-03-21 01:03:22,546
5,351,982,1338,"47 days, 15:13:44",2013-02-06 01:13:49,2010-02-01 10:32:08,2010-03-21 01:45:52,4215
601,1648,2179,4428,"47 days, 15:39:04",2013-02-07 02:18:57,2010-02-01 10:32:08,2010-03-21 02:11:12,2055
1048,609,741,2398,"47 days, 15:41:03",2013-02-04 11:40:56,2010-02-01 10:32:08,2010-03-21 02:13:11,4144
782,5344,6239,12365,"47 days, 16:10:51",2013-02-07 01:31:09,2010-02-01 10:32:08,2010-03-21 02:42:59,8307
862,1592,2268,4722,"47 days, 16:32:54",2013-02-12 01:26:11,2010-02-01 10:32:08,2010-03-21 03:05:02,3693
2384,2304,3511,8199,"47 days, 16:34:08",2013-02-06 10:57:26,2010-02-01 10:32:08,2010-03-21 03:06:16,658
2153,5121,6214,13488,"47 days, 16:43:39",2013-02-06 01:36:58,2010-02-01 10:32:08,2010-03-21 03:15:47,2355
